"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"INTERNATIONAL JOURNAL OF STRESS MANAGEMENT","1072-5245","1573-3424","AMER PSYCHOLOGICAL ASSOC","750 FIRST ST NE, WASHINGTON, USA, DC, 20002-4242","English","Psychology"
"INTERNATIONAL JOURNAL OF SUSTAINABILITY IN HIGHER EDUCATION","1467-6370","1758-6739","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","English","Education"
"INTERNATIONAL JOURNAL OF SUSTAINABLE TRANSPORTATION","1556-8318","1556-8334","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Political Science & Public Administration"
"INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION","0957-7572","1573-1804","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Education"
"INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT","0267-5730","1741-5276","INDERSCIENCE ENTERPRISES LTD","WORLD TRADE CENTER BLDG, 29 ROUTE DE PRE-BOIS, CASE POSTALE 856, GENEVA, SWITZERLAND, CH-1215","English","Management"
"INTERNATIONAL JOURNAL OF THE COMMONS","1875-0281","1875-0281","IGITUR, UTRECHT PUBLISHING & ARCHIVING SERVICES","POSTBUS 80124, URTRECHT, NETHERLANDS, 3508 TC","English","Environmental Studies, Geography & Development"
"INTERNATIONAL JOURNAL OF THE HISTORY OF SPORT","0952-3367","1743-9035","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Sociology & Social Sciences"
"INTERNATIONAL JOURNAL OF TOURISM RESEARCH","1099-2340","1522-1970","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Environmental Studies, Geography & Development"
"INTERNATIONAL JOURNAL OF TRANSGENDER HEALTH","2689-5269","2689-5277","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","","Public Health & Health Care Science"
"INTERNATIONAL JOURNAL OF TRANSITIONAL JUSTICE","1752-7716","1752-7724","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Law"
"INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH","0309-1317","1468-2427","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","Multi-Language","Political Science & Public Administration"
"INTERNATIONAL JOURNAL OF URBAN SCIENCES","1226-5934","2161-6779","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Environmental Studies, Geography & Development"
"INTERNATIONAL LABOR AND WORKING-CLASS HISTORY","0147-5479","1471-6445","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Sociology & Social Sciences"
"INTERNATIONAL LABOUR REVIEW","0020-7780","1564-913X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","Multi-Language","Management"
"INTERNATIONAL MARKETING REVIEW","0265-1335","1758-6763","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","English","Economics"
"INTERNATIONAL MIGRATION","0020-7985","1468-2435","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","Multi-Language","Environmental Studies, Geography & Development"
"INTERNATIONAL MIGRATION REVIEW","0197-9183","1747-7379","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","Multi-Language","Environmental Studies, Geography & Development"
"INTERNATIONAL MULTILINGUAL RESEARCH JOURNAL","1931-3152","1931-3160","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Education"
"INTERNATIONAL NURSING REVIEW","0020-8132","1466-7657","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Public Health & Health Care Science"
"INTERNATIONAL ORGANIZATION","0020-8183","1531-5088","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Political Science & Public Administration"
"INTERNATIONAL PEACEKEEPING","1353-3312","1743-906X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Political Science & Public Administration"
"INTERNATIONAL PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH","1944-0391","1944-0405","ALAN GUTTMACHER INST","125 MAIDEN LANE, 7TH FLOOR, NEW YORK, USA, NY, 10038","English","Public Health & Health Care Science"
"INTERNATIONAL POLITICAL SCIENCE REVIEW","0192-5121","1460-373X","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Political Science & Public Administration"
"INTERNATIONAL POLITICAL SOCIOLOGY","1749-5679","1749-5687","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Sociology & Social Sciences"
"INTERNATIONAL POLITICS","1384-5748","1740-3898","PALGRAVE MACMILLAN LTD","BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE, ENGLAND, HANTS, RG21 6XS","English","Political Science & Public Administration"
"INTERNATIONAL PSYCHOGERIATRICS","1041-6102","1741-203X","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Public Health & Health Care Science"
"INTERNATIONAL PUBLIC MANAGEMENT JOURNAL","1096-7494","1559-3169","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Political Science & Public Administration"
"INTERNATIONAL REGIONAL SCIENCE REVIEW","0160-0176","1552-6925","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Environmental Studies, Geography & Development"
"INTERNATIONAL RELATIONS","0047-1178","1741-2862","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Political Science & Public Administration"
"INTERNATIONAL REVIEW FOR THE SOCIOLOGY OF SPORT","1012-6902","1461-7218","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Sociology & Social Sciences"
"INTERNATIONAL REVIEW OF ADMINISTRATIVE SCIENCES","0020-8523","1461-7226","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Political Science & Public Administration"
"INTERNATIONAL REVIEW OF ECONOMICS EDUCATION","1477-3880","2352-4421","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Education"
"INTERNATIONAL REVIEW OF ECONOMICS & FINANCE","1059-0560","1873-8036","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Economics"
"INTERNATIONAL REVIEW OF FINANCE","1369-412X","1468-2443","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Economics"
"INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS","1057-5219","1873-8079","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Economics"
"INTERNATIONAL REVIEW OF LAW AND ECONOMICS","0144-8188","1873-6394","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Economics"
"INTERNATIONAL REVIEW OF PSYCHIATRY","0954-0261","1369-1627","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Psychiatry"
"INTERNATIONAL REVIEW OF RESEARCH IN OPEN AND DISTRIBUTED LEARNING","1492-3831","1492-3831","ATHABASCA UNIV PRESS","1 UNIVERSITY DR, ATHABASCA, CANADA, AB, T9S 3A3","English","Education"
"INTERNATIONAL REVIEW OF SPORT AND EXERCISE PSYCHOLOGY","1750-984X","1750-9858","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Psychology"
"INTERNATIONAL REVIEW OF THE RED CROSS","1816-3831","1607-5889","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Law"
"INTERNATIONAL SECURITY","0162-2889","1531-4804","MIT PRESS","ONE ROGERS ST, CAMBRIDGE, USA, MA, 02142-1209","English","Political Science & Public Administration"
"INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP","0266-2426","1741-2870","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Economics"
"INTERNATIONAL SOCIAL WORK","0020-8728","1461-7234","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Social Work & Social Policy"
"INTERNATIONAL SOCIOLOGY","0268-5809","1461-7242","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Sociology & Social Sciences"
"INTERNATIONAL STUDIES PERSPECTIVES","1528-3577","1528-3585","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Political Science & Public Administration"
"INTERNATIONAL STUDIES QUARTERLY","0020-8833","1468-2478","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Political Science & Public Administration"
"INTERNATIONAL STUDIES REVIEW","1521-9488","1468-2486","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Political Science & Public Administration"
"INTERNATIONAL TAX AND PUBLIC FINANCE","0927-5940","1573-6970","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Economics"
"INTERNATIONAL THEORY","1752-9719","1752-9727","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Political Science & Public Administration"
"INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH","0969-6016","1475-3995","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Management"
"INTERNET AND HIGHER EDUCATION","1096-7516","1873-5525","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Education"
"INTERNET INTERVENTIONS-THE APPLICATION OF INFORMATION TECHNOLOGY IN MENTAL AND BEHAVIOURAL HEALTH","2214-7829","2214-7829","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Psychology"
"INTERNET RESEARCH","1066-2243","1066-2243","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","English","Economics"
"INTERPRETER AND TRANSLATOR TRAINER","1750-399X","1757-0417","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Communication"
"INTERPRETING","1384-6647","1569-982X","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME","English","Communication"
"INTERVENTION IN SCHOOL AND CLINIC","1053-4512","1538-4810","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Education"
"INTERVENTIONS-INTERNATIONAL JOURNAL OF POSTCOLONIAL STUDIES","1369-801X","1469-929X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Sociology & Social Sciences"
"IOWA LAW REVIEW","0021-0552","","UNIV IOWA, COLL LAW","290 BOYD LAW BLDG, IOWA CITY, USA, IA, 52242","English","Law"
"I-PERCEPTION","2041-6695","2041-6695","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Psychology"
"IRAL-INTERNATIONAL REVIEW OF APPLIED LINGUISTICS IN LANGUAGE TEACHING","0019-042X","1613-4141","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","English","Education"
"IRANIAN STUDIES","0021-0862","1475-4819","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Political Science & Public Administration"
"IRISH POLITICAL STUDIES","0790-7184","1743-9078","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Political Science & Public Administration"
"ISLAND STUDIES JOURNAL","1715-2593","1715-2593","UNIV PRINCE EDWARD ISLAND, INST ISLAND STUDIES","550 UNIV AVE, CHARLOTTETOWN, CANADA, PE, C1A 4P3","English","Environmental Studies, Geography & Development"
"ISRAEL JOURNAL OF HEALTH POLICY RESEARCH","2045-4015","2045-4015","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Public Health & Health Care Science"
"ISRAEL JOURNAL OF PSYCHIATRY AND RELATED SCIENCES","0333-7308","0333-7308","MEDIAFARM GROUP","23 ZAMENHOFF ST, TEL-AVIV, ISRAEL, 64373","English","Psychiatry"
"ISSUES IN LAW & MEDICINE","8756-8160","2377-6463","NATL LEGAL CENTER MEDICALLY DEPENDENT & DISABLED INC","50 S MERIDIAN STE 200, INDIANAPOLIS, USA, IN, 46204-3537","English","Law"
"ISSUES IN MENTAL HEALTH NURSING","0161-2840","1096-4673","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Public Health & Health Care Science"
"ISSUES IN SCIENCE AND TECHNOLOGY","0748-5492","1938-1557","NATL ACAD SCIENCES","2101 CONSTITUTION AVE NW, WASHINGTON, USA, DC, 20418","English","Social Work & Social Policy"
"ITINERARIO-INTERNATIONAL JOURNAL ON THE HISTORY OF EUROPEAN EXPANSION AND GLOBAL INTERACTION","0165-1153","2041-2827","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Sociology & Social Sciences"
"JAMA PSYCHIATRY","2168-622X","2168-6238","AMER MEDICAL ASSOC","330 N WABASH AVE, STE 39300, CHICAGO, USA, IL, 60611-5885","English","Psychiatry"
"JANAC-JOURNAL OF THE ASSOCIATION OF NURSES IN AIDS CARE","1055-3290","1552-6917","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Public Health & Health Care Science"
"JAPAN AND THE WORLD ECONOMY","0922-1425","1879-2006","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Economics"
"JAPANESE ECONOMIC REVIEW","1352-4739","1468-5876","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Economics"
"JAPANESE PSYCHOLOGICAL RESEARCH","0021-5368","1468-5884","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","Multi-Language","Psychology"
"JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION","1460-7425","1460-7425","J A S S S","UNIV SURREY, DEPT SOCIOLOGY, GUILDFORD, ENGLAND, SURREY, GU2 7XH","English","Sociology & Social Sciences"
"JAVNOST-THE PUBLIC","1318-3222","1854-8377","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","Multi-Language","Communication"
"JCMS-JOURNAL OF COMMON MARKET STUDIES","0021-9886","1468-5965","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Economics"
"JMIR PUBLIC HEALTH AND SURVEILLANCE","2369-2960","2369-2960","JMIR PUBLICATIONS, INC","130 QUEENS QUAY E, STE 1102, TORONTO, CANADA, ON, M5A 0P6","English","Public Health & Health Care Science"
"JNP-JOURNAL FOR NURSE PRACTITIONERS","1555-4155","1878-058X","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Public Health & Health Care Science"
"JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING","0884-2175","1552-6909","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Public Health & Health Care Science"
"JOURNAL FOR HEALTHCARE QUALITY","1062-2551","1945-1474","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Public Health & Health Care Science"
"JOURNAL FOR RESEARCH IN MATHEMATICS EDUCATION","0021-8251","1945-2306","NATL COUNCIL TEACHERS MATHEMATICS-NCTM","1906 ASSOCIATION DRIVE, RESTON, USA, VA, 22091","English","Education"
"JOURNAL FOR SPECIALISTS IN PEDIATRIC NURSING","1539-0136","1744-6155","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Public Health & Health Care Science"
"JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION","0021-8294","1468-5906","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Sociology & Social Sciences"
"JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR","0021-8308","1468-5914","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Psychology"
"JOURNALISM","1464-8849","1741-3001","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Communication"
"JOURNALISM & MASS COMMUNICATION QUARTERLY","1077-6990","2161-430X","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Communication"
"JOURNALISM PRACTICE","1751-2786","1751-2794","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Communication"
"JOURNALISM STUDIES","1461-670X","1469-9699","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Communication"
"JOURNAL OF ABNORMAL PSYCHOLOGY","0021-843X","1939-1846","AMER PSYCHOLOGICAL ASSOC","750 FIRST ST NE, WASHINGTON, USA, DC, 20002-4242","English","Psychology"
"JOURNAL OF ACADEMIC LIBRARIANSHIP","0099-1333","1879-1999","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Library & Information Science"
"JOURNAL OF ACCOUNTING AND PUBLIC POLICY","0278-4254","1873-2070","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Economics"
"JOURNAL OF ACCOUNTING & ECONOMICS","0165-4101","1879-1980","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Economics"
"JOURNAL OF ACCOUNTING RESEARCH","0021-8456","1475-679X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Economics"
"JOURNAL OF ADDICTIONS NURSING","1088-4602","1548-7148","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Public Health & Health Care Science"
"JOURNAL OF ADDICTIVE DISEASES","1055-0887","1545-0848","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Public Health & Health Care Science"
"JOURNAL OF ADOLESCENCE","0140-1971","1095-9254","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","24-28 OVAL RD, LONDON, ENGLAND, NW1 7DX","English","Psychology"
"JOURNAL OF ADOLESCENT & ADULT LITERACY","1081-3004","1936-2706","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Education"
"JOURNAL OF ADOLESCENT HEALTH","1054-139X","1879-1972","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Public Health & Health Care Science"
"JOURNAL OF ADOLESCENT RESEARCH","0743-5584","1552-6895","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Psychology"
"JOURNAL OF ADULT DEVELOPMENT","1068-0667","1573-3440","SPRINGER/PLENUM PUBLISHERS","233 SPRING ST, NEW YORK, USA, NY, 10013","English","Psychology"
"JOURNAL OF ADVANCED NURSING","0309-2402","1365-2648","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Public Health & Health Care Science"
"JOURNAL OF ADVERTISING","0091-3367","1557-7805","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Communication"
"JOURNAL OF ADVERTISING RESEARCH","0021-8499","1740-1909","ADVERTISING RESEARCH FOUNDATION","432 PARK AVENUE SOUTH, 6TH FLOOR, NEW YORK, USA, NY, 10016","English","Communication"
"JOURNAL OF AFFECTIVE DISORDERS","0165-0327","1573-2517","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Psychiatry"
"JOURNAL OF AFRICAN CULTURAL STUDIES","1369-6815","1469-9346","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Sociology & Social Sciences"
"JOURNAL OF AFRICAN ECONOMIES","0963-8024","1464-3723","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Economics"
"JOURNAL OF AFRICAN MEDIA STUDIES","2040-199X","1751-7974","INTELLECT LTD","THE MILL, PARNALL RD, BRISTOL, ENGLAND, BS16 3JG","English","Communication"
"JOURNAL OF AGGRESSION MALTREATMENT & TRAUMA","1092-6771","1545-083X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Psychology"
"JOURNAL OF AGING AND HEALTH","0898-2643","1552-6887","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Public Health & Health Care Science"
"JOURNAL OF AGING AND PHYSICAL ACTIVITY","1063-8652","1543-267X","HUMAN KINETICS PUBL INC","1607 N MARKET ST, PO BOX 5076, CHAMPAIGN, USA, IL, 61820-2200","English","Public Health & Health Care Science"
"JOURNAL OF AGING & SOCIAL POLICY","0895-9420","1545-0821","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Public Health & Health Care Science"
"JOURNAL OF AGING STUDIES","0890-4065","1879-193X","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Public Health & Health Care Science"
"JOURNAL OF AGRARIAN CHANGE","1471-0358","1471-0366","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Economics"
"JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS","1068-5502","2327-8285","WESTERN AGRICULTURAL ECONOMICS ASSOC","C/O DEEVON BAILEY, UTAH STATE UNIV, ECONOMICS DEPT, 3535 OLD MAIN HILL, LOGAN, USA, UT, 84322-3530","English","Economics"
"JOURNAL OF AGRICULTURAL ECONOMICS","0021-857X","1477-9552","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Economics"
"JOURNAL OF AGRICULTURAL EDUCATION & EXTENSION","1389-224X","1750-8622","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Education"
"JOURNAL OF AIR TRANSPORT MANAGEMENT","0969-6997","1873-2089","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Social Work & Social Policy"
"JOURNAL OF AMERICAN COLLEGE HEALTH","0744-8481","1940-3208","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Public Health & Health Care Science"
"JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY","0278-4165","1090-2686","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Anthropology"
"JOURNAL OF ANTHROPOLOGICAL RESEARCH","0091-7710","2153-3806","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","English","Anthropology"
"JOURNAL OF ANXIETY DISORDERS","0887-6185","1873-7897","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","English","Psychiatry"
"JOURNAL OF APPLIED BEHAVIORAL SCIENCE","0021-8863","1552-6879","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Management"
"JOURNAL OF APPLIED BEHAVIOR ANALYSIS","0021-8855","1938-3703","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Psychology"
"JOURNAL OF APPLIED COMMUNICATION RESEARCH","0090-9882","1479-5752","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Communication"
"JOURNAL OF APPLIED DEVELOPMENTAL PSYCHOLOGY","0193-3973","1873-7900","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Psychology"
"JOURNAL OF APPLIED ECONOMETRICS","0883-7252","1099-1255","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Economics"
"JOURNAL OF APPLIED GERONTOLOGY","0733-4648","1552-4523","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Public Health & Health Care Science"
"JOURNAL OF APPLIED PHILOSOPHY","0264-3758","1468-5930","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Sociology & Social Sciences"
"JOURNAL OF APPLIED PSYCHOLOGY","0021-9010","1939-1854","AMER PSYCHOLOGICAL ASSOC","750 FIRST ST NE, WASHINGTON, USA, DC, 20002-4242","English","Psychology"
