"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES S","1937-1632","1937-1179","AMER INST MATHEMATICAL SCIENCES-AIMS","PO BOX 2604, SPRINGFIELD, USA, MO, 65801-2604","English","Mathematics"
"DISCRETE DYNAMICS IN NATURE AND SOCIETY","1026-0226","1607-887X","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF","English","Multidisciplinary"
"DISCUSSIONES MATHEMATICAE GRAPH THEORY","1234-3099","2083-5892","UNIV ZIELONA GORA","C/O PROF Z SZAFRANA 4A, ZIELONA GORA, POLAND, 65-516","English","Mathematics"
"DISSERTATIONES MATHEMATICAE","0012-3862","1730-6310","POLISH ACAD SCIENCES INST MATHEMATICS-IMPAN","8 SNIADECKICH ST, WARSZAWA, POLAND, PL 00 656","English","Mathematics"
"DOCUMENTA MATHEMATICA","1431-0643","1431-0643","FIZ KARLSRUHE-LEIBNIZ-INST INFORMATIONSINFRASTRUKTUR","HERMANN-VON-HELMHOLTZ-PLATZ 1, EGGENSTEIN-LEOPOLDSHAFEN, GERMANY, 76344","English, French","Mathematics"
"DOKLADY CHEMISTRY","0012-5008","1608-3113","MAIK NAUKA/INTERPERIODICA/SPRINGER","233 SPRING ST, NEW YORK, USA, NY, 10013-1578","English","Chemistry"
"DOKLADY EARTH SCIENCES","1028-334X","1531-8354","MAIK NAUKA/INTERPERIODICA/SPRINGER","233 SPRING ST, NEW YORK, USA, NY, 10013-1578","English","Earth Sciences"
"DOKLADY MATHEMATICS","1064-5624","1531-8362","MAIK NAUKA/INTERPERIODICA/SPRINGER","233 SPRING ST, NEW YORK, USA, NY, 10013-1578","English","Mathematics"
"DOKLADY PHYSICAL CHEMISTRY","0012-5016","1608-3121","MAIK NAUKA/INTERPERIODICA/SPRINGER","233 SPRING ST, NEW YORK, USA, NY, 10013-1578","English","Physical Chemistry/Chemical Physics"
"DOKLADY PHYSICS","1028-3358","1562-6903","MAIK NAUKA/INTERPERIODICA/SPRINGER","233 SPRING ST, NEW YORK, USA, NY, 10013-1578","English","Physics"
"DUKE MATHEMATICAL JOURNAL","0012-7094","1547-7398","DUKE UNIV PRESS","905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701","Multi-Language","Mathematics"
"DYNAMICAL SYSTEMS-AN INTERNATIONAL JOURNAL","1468-9367","1468-9375","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Mathematics"
"DYNAMICS OF ATMOSPHERES AND OCEANS","0377-0265","1872-6879","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Multi-Language","Earth Sciences"
"DYNAMIC SYSTEMS AND APPLICATIONS","1056-2176","2693-5295","DYNAMIC PUBLISHERS, INC","PO BOX 48654, ATLANTA, USA, GA, 30362-0654","English","Mathematics"
"EARTH AND ENVIRONMENTAL SCIENCE TRANSACTIONS OF THE ROYAL SOCIETY OF EDINBURGH","1755-6910","1755-6929","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Earth Sciences"
"EARTH AND PLANETARY SCIENCE LETTERS","0012-821X","1385-013X","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Multi-Language","Earth Sciences"
"EARTH AND SPACE SCIENCE","2333-5084","2333-5084","AMER GEOPHYSICAL UNION","2000 FLORIDA AVE NW, WASHINGTON, USA, DC, 20009","English","Earth Sciences"
"EARTH INTERACTIONS","1087-3562","1087-3562","AMER GEOPHYSICAL UNION","2000 FLORIDA AVE NW, WASHINGTON, USA, DC, 20009","English","Earth Sciences"
"EARTH MOON AND PLANETS","0167-9295","1573-0794","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","Multi-Language","Space Sciences"
"EARTH PLANETS AND SPACE","1880-5981","1880-5981","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Earth Sciences"
"EARTH-SCIENCE REVIEWS","0012-8252","1872-6828","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Earth Sciences"
"EARTH SCIENCES HISTORY","0736-623X","1944-6187","HISTORY EARTH SCIENCES SOC","C/O DAVID I. SPANAGEL, SECRETARY 101 GROVE STREET, SHREWSBURY, USA, MA, 01545","English","Earth Sciences"
"EARTHS FUTURE","2328-4277","2328-4277","AMER GEOPHYSICAL UNION","2000 FLORIDA AVE NW, WASHINGTON, USA, DC, 20009","English","Earth Sciences"
"EARTH SURFACE DYNAMICS","2196-6311","2196-632X","COPERNICUS GESELLSCHAFT MBH","BAHNHOFSALLEE 1E, GOTTINGEN, GERMANY, 37081","English","Earth Sciences"
"EARTH SURFACE PROCESSES AND LANDFORMS","0197-9337","1096-9837","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Earth Sciences"
"EARTH SYSTEM DYNAMICS","2190-4979","2190-4987","COPERNICUS GESELLSCHAFT MBH","BAHNHOFSALLEE 1E, GOTTINGEN, GERMANY, 37081","English","Earth Sciences"
"EARTH SYSTEM SCIENCE DATA","1866-3508","1866-3516","COPERNICUS GESELLSCHAFT MBH","BAHNHOFSALLEE 1E, GOTTINGEN, GERMANY, 37081","English","Earth Sciences"
"EAST ASIAN JOURNAL ON APPLIED MATHEMATICS","2079-7362","2079-7370","GLOBAL SCIENCE PRESS","ROOM 3208, CENTRAL PLAZA, 18 HARBOUR RD, WANCHAI, PEOPLES R CHINA, HONG KONG, 00000","English","Mathematics"
"ECONOMIC GEOLOGY","0361-0128","1554-0774","SOC ECONOMIC GEOLOGISTS, INC","7811 SCHAFFER PARKWAY, LITTLETON, USA, CO, 80127","English","Earth Sciences"
"ECS JOURNAL OF SOLID STATE SCIENCE AND TECHNOLOGY","2162-8769","2162-8777","ELECTROCHEMICAL SOC INC","65 SOUTH MAIN STREET, PENNINGTON, USA, NJ, 08534","English","Applied Physics/Condensed Matter/Materials Science"
"EGYPTIAN JOURNAL OF REMOTE SENSING AND SPACE SCIENCES","1110-9823","2090-2476","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Earth Sciences"
"ELECTROANALYSIS","1040-0397","1521-4109","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","English","Spectroscopy/Instrumentation/Analytical Sciences"
"ELECTROCATALYSIS","1868-2529","1868-5994","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Physical Chemistry/Chemical Physics"
"ELECTROCHEMICAL ENERGY REVIEWS","2520-8489","2520-8136","SPRINGERNATURE","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","",""
"ELECTROCHEMISTRY","1344-3542","2186-2451","ELECTROCHEMICAL SOC JAPAN","NIHON-KOUDOUKAI BUILDING 7F,  3-1-6, NISHIKANDA, CHIYODA-KU, TOKYO, JAPAN, 101-0065","English","Physical Chemistry/Chemical Physics"
"ELECTROCHEMISTRY COMMUNICATIONS","1388-2481","1873-1902","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Physical Chemistry/Chemical Physics"
"ELECTROCHIMICA ACTA","0013-4686","1873-3859","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","Multi-Language","Physical Chemistry/Chemical Physics"
"ELECTRONIC COMMUNICATIONS IN PROBABILITY","1083-589X","1083-589X","UNIV WASHINGTON, DEPT MATHEMATICS","BOX 354350, SEATTLE, USA, WASHINGTON, 98195-4350","English","Mathematics"
"ELECTRONIC JOURNAL OF COMBINATORICS","1077-8926","1077-8926","ELECTRONIC JOURNAL OF COMBINATORICS","C/O FELIX LAZEBNIK, RM 507, EWING HALL, UNIV DELAWARE, DEPT MATHEMATICAL SCIENCES, NEWARK, USA, DE, 19716","English","Mathematics"
"ELECTRONIC JOURNAL OF DIFFERENTIAL EQUATIONS","1072-6691","1072-6691","TEXAS STATE UNIV","601 UNIVERSTITY DRIVE, SAN MARCOS, USA, TX, 78666","English","Mathematics"
"ELECTRONIC JOURNAL OF LINEAR ALGEBRA","1537-9582","1081-3810","INT LINEAR ALGEBRA SOC","C/O JAMES WEAVER DEPT MATH & STATISTICS, UNIV WEST FLORIDA, 11000 UNIV PARKWAY, PENSACOLA, USA, FLORIDA, 32514-5751","English","Mathematics"
"ELECTRONIC JOURNAL OF PROBABILITY","1083-6489","1083-6489","UNIV WASHINGTON, DEPT MATHEMATICS","BOX 354350, SEATTLE, USA, WASHINGTON, 98195-4350","English","Mathematics"
"ELECTRONIC JOURNAL OF QUALITATIVE THEORY OF DIFFERENTIAL EQUATIONS","1417-3875","1417-3875","UNIV SZEGED, BOLYAI INSTITUTE","ARADI VERTANUK TERE 1, SZEGED, HUNGARY, 6720","English","Mathematics"
"ELECTRONIC JOURNAL OF STATISTICS","1935-7524","1935-7524","INST MATHEMATICAL STATISTICS","3163 SOMERSET DR, CLEVELAND, USA, OH, 44122","English","Mathematics"
"ELECTRONIC RESEARCH ARCHIVE","","2688-1594","AMER INST MATHEMATICAL SCIENCES-AIMS","PO BOX 2604, SPRINGFIELD, USA, MO, 65801-2604","English","Mathematics"
"ELECTRONIC TRANSACTIONS ON NUMERICAL ANALYSIS","1068-9613","1068-9613","KENT STATE UNIVERSITY","ETNA, DEPT MATHEMATICS & COMPUTER SCIENCE, KENT, USA, OH, 44242-0001","English","Mathematics"
"ELEMENTA-SCIENCE OF THE ANTHROPOCENE","2325-1026","2325-1026","UNIV CALIFORNIA PRESS","155 GRAND AVE, SUITE 400, OAKLAND, USA, CA, 94612-3758","English","Earth Sciences"
"ELEMENTS","1811-5209","1811-5217","MINERALOGICAL SOC AMER","3635 CONCORDE PKWY STE 500, CHANTILLY, USA, VA, 20151-1125","English","Earth Sciences"
"EMAGRES","2055-6101","2055-6101","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Spectroscopy/Instrumentation/Analytical Sciences"
"ENDEAVOUR","0160-9327","1873-1929","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","English","Multidisciplinary"
"ENERGY & ENVIRONMENTAL SCIENCE","1754-5692","1754-5706","ROYAL SOC CHEMISTRY","THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE, ENGLAND, CAMBS, CB4 0WF","English","Chemistry"
"ENERGY STORAGE MATERIALS","2405-8297","2405-8297","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Applied Physics/Condensed Matter/Materials Science"
"ENTROPY","1099-4300","1099-4300","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Physics"
"ENVIRONMENTAL CHEMISTRY","1448-2517","1449-8979","CSIRO PUBLISHING","UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, AUSTRALIA, VIC, 3168","English","Spectroscopy/Instrumentation/Analytical Sciences"
"ENVIRONMENTAL CHEMISTRY LETTERS","1610-3653","1610-3661","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Chemistry"
"ENVIRONMENTAL & ENGINEERING GEOSCIENCE","1078-7275","1558-9161","GEOLOGICAL SOC AMER, INC","PO BOX 9140, BOULDER, USA, CO, 80301-9140","English","Earth Sciences"
"ENVIRONMENTAL FLUID MECHANICS","1567-7419","1573-1510","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Earth Sciences"
"ENVIRONMENTAL RESEARCH LETTERS","1748-9326","1748-9326","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE","English","Earth Sciences"
"ENVIRONMENTAL SCIENCE-NANO","2051-8153","2051-8161","ROYAL SOC CHEMISTRY","THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE, ENGLAND, CAMBS, CB4 0WF","English","Chemistry"
"ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS","2050-7887","2050-7895","ROYAL SOC CHEMISTRY","THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE, ENGLAND, CAMBS, CB4 0WF","English","Spectroscopy/Instrumentation/Analytical Sciences"
"EPISODES","0705-3797","0705-3797","GEOLOGICAL SOC KOREA","KOREA SCIENCE & TECHNOLOGY CTR, RM 813, 7 GIL 22, TEHERAN- RO, GANGNAM-GUNA, SEOUL, SOUTH KOREA, 06130","English","Earth Sciences"
"EPJ QUANTUM TECHNOLOGY","2662-4400","2196-0763","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Physics"
"EPL","0295-5075","1286-4854","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE","English","Physics"
"E-POLYMERS","1618-7229","1618-7229","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","English","Organic Chemistry/Polymer Science"
"ERDKUNDE","0014-0015","","BOSS DRUCK MEDIEN GMBH","POSTFACH 10 01 54, GOCH, GERMANY, 47561","English","Earth Sciences"
"ERGODIC THEORY AND DYNAMICAL SYSTEMS","0143-3857","1469-4417","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Mathematics"
"ESAIM-CONTROL OPTIMISATION AND CALCULUS OF VARIATIONS","1292-8119","1262-3377","EDP SCIENCES S A","17, AVE DU HOGGAR, PA COURTABOEUF, BP 112, LES ULIS CEDEX A, FRANCE, F-91944","English","Mathematics"
"ESAIM-MATHEMATICAL MODELLING AND NUMERICAL ANALYSIS-MODELISATION MATHEMATIQUE ET ANALYSE NUMERIQUE","0764-583X","1290-3841","EDP SCIENCES S A","17, AVE DU HOGGAR, PA COURTABOEUF, BP 112, LES ULIS CEDEX A, FRANCE, F-91944","Multi-Language","Mathematics"
"ESAIM-PROBABILITY AND STATISTICS","1292-8100","1262-3318","EDP SCIENCES S A","17, AVE DU HOGGAR, PA COURTABOEUF, BP 112, LES ULIS CEDEX A, FRANCE, F-91944","English","Mathematics"
"EUROPEAN JOURNAL FOR PHILOSOPHY OF SCIENCE","1879-4912","1879-4920","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Multidisciplinary"
"EUROPEAN JOURNAL OF APPLIED MATHEMATICS","0956-7925","1469-4425","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Mathematics"
"EUROPEAN JOURNAL OF INORGANIC CHEMISTRY","1434-1948","1099-0682","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","English","Inorganic & Nuclear Chemistry"
"EUROPEAN JOURNAL OF MASS SPECTROMETRY","1469-0667","1751-6838","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Spectroscopy/Instrumentation/Analytical Sciences"
"EUROPEAN JOURNAL OF MECHANICS B-FLUIDS","0997-7546","1873-7390","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Applied Physics/Condensed Matter/Materials Science"
"EUROPEAN JOURNAL OF MINERALOGY","0935-1221","1617-4011","COPERNICUS GESELLSCHAFT MBH","BAHNHOFSALLEE 1E, GOTTINGEN, GERMANY, 37081","English","Earth Sciences"
"EUROPEAN JOURNAL OF ORGANIC CHEMISTRY","1434-193X","1099-0690","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","English","Organic Chemistry/Polymer Science"
"EUROPEAN JOURNAL OF PHYSICS","0143-0807","1361-6404","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE","English","Physics"
"EUROPEAN PHYSICAL JOURNAL A","1434-6001","1434-601X","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Physics"
"EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS","1286-0042","1286-0050","EDP SCIENCES S A","17, AVE DU HOGGAR, PA COURTABOEUF, BP 112, LES ULIS CEDEX A, FRANCE, F-91944","English","Applied Physics/Condensed Matter/Materials Science"
"EUROPEAN PHYSICAL JOURNAL B","1434-6028","1434-6036","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Applied Physics/Condensed Matter/Materials Science"
"EUROPEAN PHYSICAL JOURNAL C","1434-6044","1434-6052","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Physics"
"EUROPEAN PHYSICAL JOURNAL D","1434-6060","1434-6079","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Physics"
"EUROPEAN PHYSICAL JOURNAL E","1292-8941","1292-895X","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Applied Physics/Condensed Matter/Materials Science"
"EUROPEAN PHYSICAL JOURNAL H","2102-6459","2102-6467","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Physics"
"EUROPEAN PHYSICAL JOURNAL PLUS","2190-5444","2190-5444","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Physics"
"EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS","1951-6355","1951-6401","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Physics"
"EUROPEAN POLYMER JOURNAL","0014-3057","1873-1945","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","Multi-Language","Organic Chemistry/Polymer Science"
"EVOLUTION EQUATIONS AND CONTROL THEORY","2163-2480","2163-2480","AMER INST MATHEMATICAL SCIENCES-AIMS","PO BOX 2604, SPRINGFIELD, USA, MO, 65801-2604","English","Mathematics"
"EXPERIMENTAL ASTRONOMY","0922-6435","1572-9508","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Space Sciences"
"EXPERIMENTAL MATHEMATICS","1058-6458","1944-950X","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","Multi-Language","Mathematics"
"EXPLORATION GEOPHYSICS","0812-3985","1834-7533","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Earth Sciences"
"EXPRESS POLYMER LETTERS","1788-618X","1788-618X","BUDAPEST UNIV TECHNOL & ECON","DEPT POLYMER ENG, MUEGYETEM RKP 3, BUDAPEST, HUNGARY, H-1111","English","Organic Chemistry/Polymer Science"
"EXTREMES","1386-1999","1572-915X","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Mathematics"
"FACETS","2371-1671","2371-1671","CANADIAN SCIENCE PUBLISHING","65 AURIGA DR, SUITE 203, OTTAWA, CANADA, ON, K2E 7W6","English","Multidisciplinary"
"FACIES","0172-9179","1612-4820","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Earth Sciences"
"FARADAY DISCUSSIONS","1359-6640","1364-5498","ROYAL SOC CHEMISTRY","THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE, ENGLAND, CAMBS, CB4 0WF","English","Physical Chemistry/Chemical Physics"
"FERROELECTRICS","0015-0193","1563-5112","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Applied Physics/Condensed Matter/Materials Science"
"FERROELECTRICS LETTERS SECTION","0731-5171","1563-5228","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Applied Physics/Condensed Matter/Materials Science"
"FEW-BODY SYSTEMS","0177-7963","1432-5411","SPRINGER WIEN","SACHSENPLATZ 4-6, PO BOX 89, WIEN, AUSTRIA, A-1201","English","Physics"
"FINITE FIELDS AND THEIR APPLICATIONS","1071-5797","1090-2465","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Mathematics"
"FLATCHEM","2452-2627","2452-2627","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","","Chemistry"
"FLUCTUATION AND NOISE LETTERS","0219-4775","1793-6780","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224","English","Applied Physics/Condensed Matter/Materials Science"
"FLUID PHASE EQUILIBRIA","0378-3812","1879-0224","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Multi-Language","Physical Chemistry/Chemical Physics"
"FOOD CHEMISTRY-X","2590-1575","2590-1575","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Chemistry"
"FORENSIC CHEMISTRY","2468-1709","2468-1709","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","","Analytical, Inorganic & Nuclear Chemistry"
"FORTSCHRITTE DER PHYSIK-PROGRESS OF PHYSICS","0015-8208","1521-3978","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","English","Physics"
"FORUM MATHEMATICUM","0933-7741","1435-5337","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","Multi-Language","Mathematics"
"FORUM OF MATHEMATICS PI","2050-5086","2050-5086","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Mathematics"
"FORUM OF MATHEMATICS SIGMA","2050-5094","2050-5094","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Mathematics"
"FOUNDATIONS OF CHEMISTRY","1386-4238","1572-8463","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Chemistry"
"FOUNDATIONS OF COMPUTATIONAL MATHEMATICS","1615-3375","1615-3383","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Mathematics"
"FOUNDATIONS OF PHYSICS","0015-9018","1572-9516","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Physics"
"FRACTAL AND FRACTIONAL","2504-3110","2504-3110","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Mathematics"
"FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY","0218-348X","1793-6543","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224","English","Multidisciplinary"
"FRACTIONAL CALCULUS AND APPLIED ANALYSIS","1311-0454","1314-2224","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","English","Mathematics"
"FRONTIERS IN CHEMISTRY","2296-2646","2296-2646","FRONTIERS MEDIA SA","AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, SWITZERLAND, CH-1015","English","Chemistry"
"FRONTIERS IN EARTH SCIENCE","2296-6463","2296-6463","FRONTIERS MEDIA SA","AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, SWITZERLAND, CH-1015","English","Earth Sciences"
"FRONTIERS IN MATERIALS","2296-8016","2296-8016","FRONTIERS MEDIA SA","AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, SWITZERLAND, CH-1015","English","Applied Physics/Condensed Matter/Materials Science"
"FRONTIERS IN PHYSICS","2296-424X","2296-424X","FRONTIERS MEDIA SA","AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, SWITZERLAND, CH-1015","English","Physics"
"FRONTIERS OF EARTH SCIENCE","2095-0195","2095-0209","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Earth Sciences"
"FRONTIERS OF MATERIALS SCIENCE","2095-025X","2095-0268","HIGHER EDUCATION PRESS","CHAOYANG DIST, 4, HUIXINDONGJIE, FUSHENG BLDG, BEIJING, PEOPLES R CHINA, 100029","English","Applied Physics/Condensed Matter/Materials Science"
"FRONTIERS OF PHYSICS","2095-0462","2095-0470","HIGHER EDUCATION PRESS","CHAOYANG DIST, 4, HUIXINDONGJIE, FUSHENG BLDG, BEIJING, PEOPLES R CHINA, 100029","English","Physics"
"FUEL","0016-2361","1873-7153","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Chemistry"
"FUEL CELLS","1615-6846","1615-6854","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","English","Physical Chemistry/Chemical Physics"
"FULLERENES NANOTUBES AND CARBON NANOSTRUCTURES","1536-383X","1536-4046","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Physical Chemistry/Chemical Physics"
"FUNCTIONAL ANALYSIS AND ITS APPLICATIONS","0016-2663","1573-8485","PLEIADES PUBLISHING INC","PLEIADES HOUSE, 7 W 54 ST, NEW YORK, United States,  NY, 10019","English","Mathematics"
"FUNCTIONAL MATERIALS LETTERS","1793-6047","1793-7213","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224","English","Applied Physics/Condensed Matter/Materials Science"
"FUNKCIALAJ EKVACIOJ-SERIO INTERNACIA","0532-8721","","KOBE UNIV, DEPT MATHEMATICS","FACULTY SCIENCE, KOBE, JAPAN, 657-8501","English","Mathematics"
"GELS","","2310-2861","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Chemistry"
"GEMS & GEMOLOGY","0016-626X","2376-4473","GEMOLOGICAL INST AMER","5345 ARMADA DR, CARLSBAD, USA, CA, 92008","English","Earth Sciences"
"GENERAL RELATIVITY AND GRAVITATION","0001-7701","1572-9532","SPRINGER/PLENUM PUBLISHERS","233 SPRING ST, NEW YORK, USA, NY, 10013","English","Physics"
"GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL","0883-6353","1520-6548","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Earth Sciences"
"GEOBIOLOGY","1472-4677","1472-4669","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Earth Sciences"
"GEOBIOS","0016-6995","1777-5728","ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER","65 RUE CAMILLE DESMOULINS, CS50083, ISSY-LES-MOULINEAUX, FRANCE, 92442","Multi-Language","Earth Sciences"
