"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"2D MATERIALS","2053-1583","2053-1583","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE","English","Applied Physics/Condensed Matter/Materials Science"
"AAPG BULLETIN","0149-1423","1558-9153","AMER ASSOC PETROLEUM GEOLOGIST","1444 S BOULDER AVE, PO BOX 979, TULSA, USA, OK, 74119-3604","English","Earth Sciences"
"ACCOUNTS OF CHEMICAL RESEARCH","0001-4842","1520-4898","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Chemistry"
"ACCREDITATION AND QUALITY ASSURANCE","0949-1775","1432-0517","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Spectroscopy/Instrumentation/Analytical Sciences"
"ACOUSTICAL PHYSICS","1063-7710","1562-6865","PLEIADES PUBLISHING INC","PLEIADES HOUSE, 7 W 54 ST, NEW YORK, United States,  NY, 10019","English","Applied Physics/Condensed Matter/Materials Science"
"ACS APPLIED ENERGY MATERIALS","2574-0962","2574-0962","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Applied Physics/Condensed Matter/Materials Science"
"ACS APPLIED MATERIALS & INTERFACES","1944-8244","1944-8252","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Applied Physics/Condensed Matter/Materials Science"
"ACS APPLIED NANO MATERIALS","2574-0970","2574-0970","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","","Applied Physics/Condensed Matter/Materials Science"
"ACS APPLIED POLYMER MATERIALS","2637-6105","2637-6105","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","","Applied Physics/Condensed Matter/Materials Science"
"ACS CATALYSIS","2155-5435","2155-5435","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Physical Chemistry/Chemical Physics"
"ACS CENTRAL SCIENCE","2374-7943","2374-7951","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Chemistry"
"ACS COMBINATORIAL SCIENCE","2156-8952","2156-8944","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Chemistry"
"ACS EARTH AND SPACE CHEMISTRY","2472-3452","2472-3452","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Chemistry"
"ACS ENERGY LETTERS","2380-8195","2380-8195","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Applied Physics/Condensed Matter/Materials Science"
"ACS MACRO LETTERS","2161-1653","2161-1653","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Organic Chemistry/Polymer Science"
"ACS MATERIALS LETTERS","2639-4979","2639-4979","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","","Applied Physics/Condensed Matter/Materials Science"
"ACS NANO","1936-0851","1936-086X","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Applied Physics/Condensed Matter/Materials Science"
"ACS OMEGA","2470-1343","2470-1343","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Chemistry"
"ACS PHOTONICS","2330-4022","2330-4022","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Applied Physics/Condensed Matter/Materials Science"
"ACS SENSORS","2379-3694","2379-3694","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Chemistry"
"ACS SUSTAINABLE CHEMISTRY & ENGINEERING","2168-0485","2168-0485","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Chemistry"
"ACTA APPLICANDAE MATHEMATICAE","0167-8019","1572-9036","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Mathematics"
"ACTA ARITHMETICA","0065-1036","1730-6264","POLISH ACAD SCIENCES INST MATHEMATICS-IMPAN","8 SNIADECKICH ST, WARSZAWA, POLAND, PL 00 656","Multi-Language","Mathematics"
"ACTA ASTRONOMICA","0001-5237","0001-5237","COPERNICUS FOUNDATION POLISH  ASTRONOMY","AL UJAZDOWSKIE 4, WARSAW, POLAND, 00-478","English","Space Sciences"
"ACTA CHIMICA SINICA","0567-7351","","SCIENCE PRESS","16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717","Chinese","Chemistry"
"ACTA CHIMICA SLOVENICA","1318-0207","1580-3155","SLOVENSKO KEMIJSKO DRUSTVO","HAJDRIHOVA 19, LJUBLJANA, SLOVENIA, 1000","English","Chemistry"
"ACTA CRYSTALLOGRAPHICA A-FOUNDATION AND ADVANCES","2053-2733","2053-2733","INT UNION CRYSTALLOGRAPHY","2 ABBEY SQ, CHESTER, ENGLAND, CH1 2HU","English","Physical Chemistry/Chemical Physics"
"ACTA CRYSTALLOGRAPHICA SECTION B-STRUCTURAL SCIENCE CRYSTAL ENGINEERING AND MATERIALS","2052-5206","2052-5206","INT UNION CRYSTALLOGRAPHY","2 ABBEY SQ, CHESTER, ENGLAND, CH1 2HU","English","Physical Chemistry/Chemical Physics"
"ACTA CRYSTALLOGRAPHICA SECTION C-STRUCTURAL CHEMISTRY","2053-2296","2053-2296","INT UNION CRYSTALLOGRAPHY","2 ABBEY SQ, CHESTER, ENGLAND, CH1 2HU","English","Physical Chemistry/Chemical Physics"
"ACTA GEOLOGICA POLONICA","0001-5709","2300-1887","POLSKA AKAD NAUK, POLISH ACAD SCIENCES, UNIV WARSAW, GEOLOGY DEPT","PL DEFILAD 1, WARSZAWA, POLAND, 00-901","Polish","Earth Sciences"
"ACTA GEOLOGICA SINICA-ENGLISH EDITION","1000-9515","1755-6724","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Earth Sciences"
"ACTA GEOPHYSICA","1895-6572","1895-7455","SPRINGER INTERNATIONAL PUBLISHING AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330","English","Earth Sciences"
"ACTA MATERIALIA","1359-6454","1873-2453","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","English","Applied Physics/Condensed Matter/Materials Science"
"ACTA MATHEMATICA","0001-5962","1871-2509","INT PRESS BOSTON, INC","PO BOX 43502, SOMERVILLE, USA, MA, 02143","English","Mathematics"
"ACTA MATHEMATICA SINICA-ENGLISH SERIES","1439-8516","1439-7617","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Mathematics"
"ACTA NUMERICA","0962-4929","1474-0508","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Mathematics"
"ACTA OCEANOLOGICA SINICA","0253-505X","1869-1099","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Earth Sciences"
"ACTA PALAEONTOLOGICA POLONICA","0567-7920","1732-2421","INST PALEOBIOLOGII PAN","UL TWARDA 51/55, WARSAW, POLAND, 00-818","English","Earth Sciences"
"ACTA PETROLOGICA SINICA","1000-0569","2095-8927","SCIENCE PRESS","16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717","Chinese","Earth Sciences"
"ACTA PHYSICA POLONICA A","0587-4246","1898-794X","POLISH ACAD SCIENCES INST PHYSICS","AL LOTNIKOW 32-46, WARSAW, POLAND, PL-02-668","Multi-Language","Physics"
"ACTA PHYSICA POLONICA B","0587-4254","1509-5770","JAGIELLONIAN UNIV PRESS","UL MICHALOWSKIEGO 9-2, KRAKOW, POLAND, 31126","Multi-Language","Physics"
"ACTA PHYSICA SINICA","1000-3290","","CHINESE PHYSICAL SOC","P O BOX 603, BEIJING, PEOPLES R CHINA, 100080","Chinese","Physics"
"ACTA PHYSICA SLOVACA","0323-0465","1336-040X","SLOVAK ACAD SCIENCES INST PHYSICS","DUBRAVSKA CESTA 9, BRATISLAVA, SLOVAKIA, 842 28","English","Physics"
"ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY","0929-5607","1572-8757","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Physical Chemistry/Chemical Physics"
"ADSORPTION SCIENCE & TECHNOLOGY","0263-6174","2048-4038","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Chemistry"
"ADVANCED COMPOSITES AND HYBRID MATERIALS","2522-0128","2522-0136","SPRINGERNATURE","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","",""
"ADVANCED ELECTRONIC MATERIALS","2199-160X","2199-160X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Applied Physics/Condensed Matter/Materials Science"
"ADVANCED ENERGY MATERIALS","1614-6832","1614-6840","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","English","Applied Physics/Condensed Matter/Materials Science"
"ADVANCED FUNCTIONAL MATERIALS","1616-301X","1616-3028","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","English","Applied Physics/Condensed Matter/Materials Science"
"ADVANCED MATERIALS","0935-9648","1521-4095","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","English","Multidisciplinary"
"ADVANCED MATERIALS INTERFACES","2196-7350","2196-7350","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Applied Physics/Condensed Matter/Materials Science"
"ADVANCED MATERIALS TECHNOLOGIES","2365-709X","2365-709X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030","English","Applied Physics/Condensed Matter/Materials Science"
"ADVANCED NONLINEAR STUDIES","1536-1365","2169-0375","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","English","Mathematics"
"ADVANCED OPTICAL MATERIALS","2195-1071","2195-1071","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","English","Applied Physics/Condensed Matter/Materials Science"
"ADVANCED SCIENCE","2198-3844","2198-3844","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Applied Physics/Condensed Matter/Materials Science"
"ADVANCED SYNTHESIS & CATALYSIS","1615-4150","1615-4169","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","English","Organic Chemistry/Polymer Science"
"ADVANCED THEORY AND SIMULATIONS","2513-0390","2513-0390","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","English","Multidisciplinary"
"ADVANCES IN APPLIED CLIFFORD ALGEBRAS","0188-7009","1661-4909","SPRINGER BASEL AG","PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052","English","Mathematics"
"ADVANCES IN APPLIED MATHEMATICS","0196-8858","1090-2074","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Mathematics"
"ADVANCES IN APPLIED MATHEMATICS AND MECHANICS","2070-0733","2075-1354","GLOBAL SCIENCE PRESS","ROOM 3208, CENTRAL PLAZA, 18 HARBOUR RD, WANCHAI, PEOPLES R CHINA, HONG KONG, 00000","English","Mathematics"
"ADVANCES IN APPLIED PROBABILITY","0001-8678","1475-6064","APPLIED PROBABILITY TRUST","THE UNIVERSITY, SCHOOL MATHEMATICS STATISTICS, SHEFFIELD, ENGLAND, S3 7RH","Multi-Language","Mathematics"
"ADVANCES IN ASTRONOMY","1687-7969","1687-7977","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF","English","Space Sciences"
"ADVANCES IN ATMOSPHERIC SCIENCES","0256-1530","1861-9533","SCIENCE PRESS","16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717","English","Earth Sciences"
"ADVANCES IN CALCULUS OF VARIATIONS","1864-8258","1864-8266","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","English","Mathematics"
"ADVANCES IN CLIMATE CHANGE RESEARCH","1674-9278","1674-9278","SCIENCE PRESS","16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717","English","Earth Sciences"
"ADVANCES IN COLLOID AND INTERFACE SCIENCE","0001-8686","1873-3727","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Multi-Language","Physical Chemistry/Chemical Physics"
"ADVANCES IN COMPLEX SYSTEMS","0219-5259","1793-6802","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224","English","Multidisciplinary"
"ADVANCES IN CONDENSED MATTER PHYSICS","1687-8108","1687-8124","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF","English","Applied Physics/Condensed Matter/Materials Science"
"ADVANCES IN DIFFERENCE EQUATIONS","1687-1847","1687-1847","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Mathematics"
"ADVANCES IN DIFFERENTIAL EQUATIONS","1079-9389","","KHAYYAM PUBL CO INC","PO BOX 429, ATHENS, USA, OH, 45701","English","Mathematics"
"ADVANCES IN HIGH ENERGY PHYSICS","1687-7357","1687-7365","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF","English","Physics"
"ADVANCES IN MATHEMATICAL PHYSICS","1687-9120","1687-9139","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF","English","Physics"
"ADVANCES IN MATHEMATICS","0001-8708","1090-2082","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Mathematics"
"ADVANCES IN METEOROLOGY","1687-9309","1687-9317","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF","English","Earth Sciences"
"ADVANCES IN NONLINEAR ANALYSIS","2191-9496","2191-950X","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","English","Mathematics"
"ADVANCES IN OPTICS AND PHOTONICS","1943-8206","1943-8206","OPTICAL SOC AMER","2010 MASSACHUSETTS AVE NW, WASHINGTON, USA, DC, 20036","English","Applied Physics/Condensed Matter/Materials Science"
"ADVANCES IN PHYSICS","0001-8732","1460-6976","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Applied Physics/Condensed Matter/Materials Science"
"ADVANCES IN PHYSICS-X","2374-6149","2374-6149","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Physics"
"ADVANCES IN POLYMER TECHNOLOGY","0730-6679","1098-2329","WILEY-HINDAWI","ADAM HOUSE, 3RD FL, 1 FITZROY SQ, LONDON, ENGLAND, WIT 5HE","English","Organic Chemistry/Polymer Science"
"ADVANCES IN SPACE RESEARCH","0273-1177","1879-1948","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Space Sciences"
"AEOLIAN RESEARCH","1875-9637","2212-1684","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Earth Sciences"
"AEQUATIONES MATHEMATICAE","0001-9054","1420-8903","SPRINGER BASEL AG","PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052","English","Mathematics"
"AEROSOL SCIENCE AND TECHNOLOGY","0278-6826","1521-7388","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Multidisciplinary"
"AFINIDAD","0001-9704","2339-9686","ASOC QUIMICOS","INST QUIMICO SARRIA, VIA AUGUSTA, 390, BARCELONA, SPAIN, 08017","Multi-Language","Chemistry"
"AIMS MATHEMATICS","2473-6988","2473-6988","AMER INST MATHEMATICAL SCIENCES-AIMS","PO BOX 2604, SPRINGFIELD, USA, MO, 65801-2604","English","Mathematics"
"AIP ADVANCES","2158-3226","2158-3226","AMER INST PHYSICS","1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501","English","Applied Physics/Condensed Matter/Materials Science"
"AKCE INTERNATIONAL JOURNAL OF GRAPHS AND COMBINATORICS","0972-8600","2543-3474","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Mathematics"
"ALCHERINGA","0311-5518","1752-0754","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Earth Sciences"
"ALDRICHIMICA ACTA","0002-5100","","ALDRICH CHEMICAL CO INC","1001 WEST SAINT PAUL AVE, MILWAUKEE, USA, WI, 53233","English","Organic Chemistry/Polymer Science"
"ALEA-LATIN AMERICAN JOURNAL OF PROBABILITY AND MATHEMATICAL STATISTICS","1980-0436","","IMPA","ESTRADA DONA CASTORINA 110, JARDIM BOTANICO, RIO DE JANEIRO, BRAZIL, 22460-32","English","Mathematics"
"ALGEBRAIC AND GEOMETRIC TOPOLOGY","1472-2739","1472-2739","GEOMETRY & TOPOLOGY PUBLICATIONS","UNIV WARWICK, MATHEMATICS INST, COVENTRY, ENGLAND, CV4 7AL","English","Mathematics"
"ALGEBRAIC GEOMETRY","2313-1691","2214-2584","EUROPEAN MATHEMATICAL SOC","PUBLISHING HOUSE, E T H-ZENTRUM SEW A27, SCHEUCHZERSTRASSE 70, ZURICH, SWITZERLAND, CH-8092","English","Mathematics"
"ALGEBRA & NUMBER THEORY","1937-0652","1944-7833","MATHEMATICAL SCIENCE PUBL","UNIV CALIFORNIA, DEPT MATHEMATICS, BERKELEY, USA, CA, 94720-3840","English","Mathematics"
"ALGEBRAS AND REPRESENTATION THEORY","1386-923X","1572-9079","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Mathematics"
"ALGEBRA UNIVERSALIS","0002-5240","1420-8911","SPRINGER BASEL AG","PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052","English","Mathematics"
"AMBIX","0002-6980","1745-8234","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Chemistry"
"AMEGHINIANA","0002-7014","1851-8044","ASOCIACION PALEONTOLOGICA ARGENTINA","MAIPU 645, 1ER PISO, BUENOS AIRES, ARGENTINA, 1006","Multi-Language","Earth Sciences"
"AMERICAN CERAMIC SOCIETY BULLETIN","0002-7812","1945-2705","AMER CERAMIC SOC","600 N CLEVELAND AVE, WESTERVILLE, USA, OH, 43082","English","Applied Physics/Condensed Matter/Materials Science"
"AMERICAN JOURNAL OF MATHEMATICS","0002-9327","1080-6377","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","Multi-Language","Mathematics"
"AMERICAN JOURNAL OF PHYSICS","0002-9505","1943-2909","AMER INST PHYSICS","1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501","English","Physics"
"AMERICAN JOURNAL OF SCIENCE","0002-9599","1945-452X","AMER JOURNAL SCIENCE","YALE UNIV, PO BOX 208109, NEW HAVEN, USA, CT, 06520-8109","English","Earth Sciences"
"AMERICAN LABORATORY","0044-7749","","AMER LABORATORY-LABCOMPARE","3530 POST ROAD, STE 206A, SOUTHPORT, USA, CT, 06890","English","Spectroscopy/Instrumentation/Analytical Sciences"
"AMERICAN MATHEMATICAL MONTHLY","0002-9890","1930-0972","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Mathematics"
"AMERICAN MINERALOGIST","0003-004X","1945-3027","MINERALOGICAL SOC AMER","3635 CONCORDE PKWY STE 500, CHANTILLY, USA, VA, 20151-1125","English","Earth Sciences"
"AMERICAN STATISTICIAN","0003-1305","1537-2731","AMER STATISTICAL ASSOC","732 N WASHINGTON ST, ALEXANDRIA, USA, VA, 22314-1943","English","Mathematics"
"ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS","0001-3765","1678-2690","ACAD BRASILEIRA DE CIENCIAS","RUA ANFILOFIO DE CARVALHO, 29, 3 ANDAR, RIO JANEIRO, BRAZIL, 20030-060","English","Multidisciplinary"
"ANALYSIS AND APPLICATIONS","0219-5305","1793-6861","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224","English","Mathematics"
"ANALYSIS AND GEOMETRY IN METRIC SPACES","2299-3274","2299-3274","DE GRUYTER POLAND SP Z O O","BOGUMILA ZUGA 32A STR, WARSAW, Poland, MAZOVIA, 01-811","English","Mathematics"
"ANALYSIS AND MATHEMATICAL PHYSICS","1664-2368","1664-235X","SPRINGER BASEL AG","PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052","English","Mathematics"
"ANALYSIS & PDE","1948-206X","","MATHEMATICAL SCIENCE PUBL","UNIV CALIFORNIA, DEPT MATHEMATICS, BERKELEY, USA, CA, 94720-3840","English","Mathematics"
"ANALYST","0003-2654","1364-5528","ROYAL SOC CHEMISTRY","THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE, ENGLAND, CAMBS, CB4 0WF","English","Spectroscopy/Instrumentation/Analytical Sciences"
"ANALYTICA CHIMICA ACTA","0003-2670","1873-4324","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Multi-Language","Spectroscopy/Instrumentation/Analytical Sciences"
"ANALYTICAL AND BIOANALYTICAL CHEMISTRY","1618-2642","1618-2650","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Spectroscopy/Instrumentation/Analytical Sciences"
"ANALYTICAL CHEMISTRY","0003-2700","1520-6882","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036","English","Spectroscopy/Instrumentation/Analytical Sciences"
"ANALYTICAL LETTERS","0003-2719","1532-236X","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Spectroscopy/Instrumentation/Analytical Sciences"
"ANALYTICAL METHODS","1759-9660","1759-9679","ROYAL SOC CHEMISTRY","THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE, ENGLAND, CAMBS, CB4 0WF","English","Spectroscopy/Instrumentation/Analytical Sciences"
"ANALYTICAL SCIENCES","0910-6340","1348-2246","JAPAN SOC ANALYTICAL CHEMISTRY","26-2 NISHIGOTANDA 1 CHOME SHINAGAWA-KU, TOKYO, JAPAN, 141","English","Spectroscopy/Instrumentation/Analytical Sciences"
"ANDEAN GEOLOGY","0718-7106","0718-7106","SERVICIO NACIONAL GEOLOGIA MINERVA","AVDA SANTA MARIO 0104, CASILLA 10465, SANTIAGO, CHILE,","English, Spanish","Earth Sciences"
"ANGEWANDTE CHEMIE-INTERNATIONAL EDITION","1433-7851","1521-3773","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","English","Chemistry"
"ANNALEN DER PHYSIK","0003-3804","1521-3889","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","Multi-Language","Physics"
"ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA","1239-629X","1798-2383","SUOMALAINEN TIEDEAKATEMIA","MARIANKATU 5, HELSINKI, FINLAND, 00170","English","Mathematics"
"ANNALES DE L INSTITUT FOURIER","0373-0956","1777-5310","ANNALES INST FOURIER","INST MATHEMATIQUES PURES BOITE POSTALE 116, ST MARTIN D HERES CEDEX, FRANCE, 38402","Multi-Language","Mathematics"
"ANNALES DE L INSTITUT HENRI POINCARE-ANALYSE NON LINEAIRE","0294-1449","1873-1430","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Multi-Language","Mathematics"
"ANNALES DE L INSTITUT HENRI POINCARE-PROBABILITES ET STATISTIQUES","0246-0203","","INST MATHEMATICAL STATISTICS","3163 SOMERSET DR, CLEVELAND, USA, OH, 44122","Multi-Language","Mathematics"
"ANNALES DE PALEONTOLOGIE","0753-3969","1778-3666","MASSON EDITEUR","21 STREET CAMILLE DESMOULINS, ISSY, MOULINEAUX CEDEX 9, FRANCE, 92789","Multi-Language","Earth Sciences"
"ANNALES GEOPHYSICAE","0992-7689","1432-0576","COPERNICUS GESELLSCHAFT MBH","BAHNHOFSALLEE 1E, GOTTINGEN, GERMANY, 37081","English","Earth Sciences"
"ANNALES HENRI POINCARE","1424-0637","1424-0661","SPRINGER INTERNATIONAL PUBLISHING AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330","English","Physics"
"ANNALES SCIENTIFIQUES DE L ECOLE NORMALE SUPERIEURE","0012-9593","1873-2151","SOC MATHEMATIQUE FRANCE","IPH 11 RUE PIERRE MARIE CURIE, PARIS, FRANCE, F 75231","Multi-Language","Mathematics"
"ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA-CLASSE DI SCIENZE","0391-173X","2036-2145","SCUOLA NORMALE SUPERIORE","PIAZZA DEI CAVALIERI, 7, PISA, ITALY, 56126","Multi-Language","Mathematics"
"ANNALI DI MATEMATICA PURA ED APPLICATA","0373-3114","1618-1891","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","Multi-Language","Mathematics"
"ANNALS OF APPLIED PROBABILITY","1050-5164","","INST MATHEMATICAL STATISTICS","3163 SOMERSET DR, CLEVELAND, USA, OH, 44122","English","Mathematics"
"ANNALS OF APPLIED STATISTICS","1932-6157","1941-7330","INST MATHEMATICAL STATISTICS","3163 SOMERSET DR, CLEVELAND, USA, OH, 44122","English","Mathematics"
"ANNALS OF COMBINATORICS","0218-0006","0219-3094","SPRINGER BASEL AG","PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052","English","Mathematics"
"ANNALS OF FUNCTIONAL ANALYSIS","2639-7390","2008-8752","SPRINGER BASEL AG","PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052","English","Mathematics"
"ANNALS OF GLACIOLOGY","0260-3055","1727-5644","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Earth Sciences"
"ANNALS OF GLOBAL ANALYSIS AND GEOMETRY","0232-704X","1572-9060","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Mathematics"
"ANNALS OF MATHEMATICS","0003-486X","1939-8980","ANNALS MATHEMATICS, FINE HALL","WASHINGTON RD, PRINCETON, USA, NJ, 08544","English","Mathematics"
